ID,source_url,type,alignment_with_topic,spelling_grammar_style,clarity_of_view_point,arguments_supporting_details,overall
67,https://essayforum.com/writing/individuals-changed-way-interaction-90108/,Argumentative,3,2,3,4,12
68,https://essayforum.com/writing/person-worth-judged-social-status-material-77523/,Argumentative,2,3,3,3,11
69,https://essayforum.com/writing/aim-mostly-question-luck-86707/,Argumentative,3,4,4,4,15
70,https://essayforum.com/writing/mock-test-january-students-australia-89718/,Informative,4,3,3,4,14
71,https://essayforum.com/writing/learning-english-school-seen-important-90739/,Argumentative,4,5,4,4,17
72,https://essayforum.com/writing/children-household-chares-75899/,Argumentative,2,2,2,2,8
73,https://essayforum.com/writing/newspapers-books-future-87574/,Argumentative,3,3,4,4,14
74,https://essayforum.com/writing/young-people-required-unpaid-work-helping-93224/,Argumentative,4,3,3,4,14
75,https://essayforum.com/writing/think-government-support-retired-people-96079/,Argumentative,3,4,4,4,15
76,https://essayforum.com/writing/science-different-kind-bias-impact-research-79667/,Argumentative,3,2,3,3,11
77,https://essayforum.com/writing/animals-protection-rights-instead-having-same-81656/,Argumentative,4,3,3,4,14
78,https://essayforum.com/writing/people-opinion-oral-speeches-overpower-paper-88267/,Argumentative,4,3,3,4,14
79,https://essayforum.com/writing/unemployment-inevitable-issue-society-75376/,Argumentative,3,2,3,4,12
80,https://essayforum.com/writing/men-women-higher-level-positions-78802/,Argumentative,4,3,5,5,17
81,https://essayforum.com/writing/driving-shop-large-urban-malls-instead-90211/,Argumentative,2,3,2,3,10
82,https://essayforum.com/writing/deal-stress-76306/,Informative,3,2,2,4,11
83,https://essayforum.com/writing/happiness-difficult-define-different-90770/,Argumentative,3,3,4,4,14
84,https://essayforum.com/writing/invention-last-years-made-difference-lives-80025/,Argumentative,1,2,2,1,6
85,https://essayforum.com/writing/regarding-determines-children-academic-success-85905/,Argumentative,4,4,4,4,16
86,https://essayforum.com/writing/positive-trend-workers-work-home-students-89656/,Argumentative,3,4,4,3,14
87,https://essayforum.com/writing/people-tend-obtain-knowledge-home-instead-93444/,Argumentative,3,3,3,4,13
88,https://essayforum.com/writing/internet-public-libraries-86358/,Argumentative,4,4,4,4,16
89,https://essayforum.com/writing/children-spend-lot-time-playing-computer-90228/,Argumentative,3,4,3,4,14
90,https://essayforum.com/writing/debatable-issue-genetic-engineering-77292/,Argumentative,2,3,3,2,10
91,https://essayforum.com/writing/health-problems-developed-world-put-cause-87604/,Argumentative,2,2,2,2,8
92,https://essayforum.com/writing/gaming-industry-eng-95961/,Informative,5,5,4,4,18
93,https://essayforum.com/writing/children-good-member-society-best-ways-learn-88728/,Argumentative,2,2,3,3,10
94,https://essayforum.com/writing/leader-supposed-young-old-depend-various-82296/,Argumentative,3,3,3,3,12
95,https://essayforum.com/writing/people-think-truth-objective-subjective-87333/,Argumentative,2,2,3,3,10
96,https://essayforum.com/writing/several-laborers-struggling-achieve-work-life-93294/,Argumentative,4,4,3,4,15
97,https://essayforum.com/writing/countries-teenagers-encouraged-find-part-time-86254/,Argumentative,3,3,3,3,12
98,https://essayforum.com/writing/necessary-schools-prize-high-grade-students-94493/,Argumentative,3,3,3,4,13
99,https://essayforum.com/writing/information-sharing-80362/,Argumentative,4,3,3,4,14
100,https://essayforum.com/writing/people-living-longer-lives-past-96034/,Argumentative,3,4,4,4,15
101,https://essayforum.com/writing/fashion-detrimental-society-people-look-75193/,Argumentative,1,2,1,1,5
102,https://essayforum.com/writing/fast-foods-consumed-higher-tax-solution-82642/,Argumentative,3,2,3,4,12
103,https://essayforum.com/writing/knowledge-gained-experience-books-printed-79963/,Argumentative,3,2,2,3,10
104,https://essayforum.com/writing/television-used-instruct-people-76809/,Argumentative,4,3,3,4,14
105,https://essayforum.com/writing/trends-living-alone-positive-negative-90487/,Argumentative,3,3,3,4,13
106,https://essayforum.com/writing/marriage-employment-pte-academic-79294/,Argumentative,4,4,4,4,16
107,https://essayforum.com/writing/literature-ancient-china-92645/,Review,2,2,2,2,8
108,https://essayforum.com/writing/family-formal-education-75959/,Argumentative,2,3,2,3,10
109,https://essayforum.com/writing/tourism-important-industry-taiwan-79966/,Argumentative,3,3,3,4,13
110,https://essayforum.com/writing/host-international-sporting-events-88853/,Argumentative,3,3,3,4,13
111,https://essayforum.com/writing/talented-people-better-off-working-overseas-78827/,Argumentative,4,4,3,4,15
112,https://essayforum.com/writing/distant-learning-telecommuting-85809/,Argumentative,3,4,4,3,14
113,https://essayforum.com/writing/fewer-young-people-farming-work-rural-areas-92728/,Argumentative,3,3,2,3,11
114,https://essayforum.com/writing/present-time-population-countries-96161/,Argumentative,4,5,5,4,18
115,https://essayforum.com/writing/days-people-pay-attention-artists-writers-77367/,Argumentative,3,2,2,3,10
116,https://essayforum.com/writing/pros-cons-language-informal-way-ielts-93907/,Argumentative,3,3,3,3,12
117,https://essayforum.com/writing/fact-earning-extremely-high-salaries-people-92599/,Argumentative,4,4,4,4,16
118,https://essayforum.com/writing/information-technology-changing-aspects-lives-96084/,Argumentative,2,3,4,2,11
119,https://essayforum.com/writing/around-world-adults-working-home-children-90229/,Argumentative,2,2,2,3,9
120,https://essayforum.com/writing/generation-gap-lifestyles-viewpoints-behaviours-91817/,Argumentative,4,4,5,5,18
121,https://essayforum.com/writing/online-shopping-damage-effect-85692/,Argumentative,3,3,3,4,13
122,https://essayforum.com/writing/humans-exploit-animals-morally-wrong-harms-87060/,Argumentative,3,4,4,3,14
123,https://essayforum.com/writing/advantages-disadvantages-travelling-85277/,Argumentative,4,4,5,4,17
124,https://essayforum.com/writing/effect-professional-sports-children-95498/,Argumentative,3,3,3,4,13
125,https://essayforum.com/writing/agree-following-comment-sometimes-better-tell-76861/,Argumentative,3,4,3,4,14
126,https://essayforum.com/writing/disadvantages-travelling-air-82228/,Argumentative,3,3,3,2,11
127,https://essayforum.com/writing/people-decide-career-path-early-lives-keep-96027/,Argumentative,4,4,4,4,16
128,https://essayforum.com/writing/family-friendship-89816/,Argumentative,3,4,3,4,14
129,https://essayforum.com/writing/types-sports-bring-benefits-players-81485/,Argumentative,3,4,4,4,15
130,https://essayforum.com/writing/better-longer-life-high-expectancy-86961/,Argumentative,4,4,3,5,16
131,https://essayforum.com/writing/believed-children-start-learning-foreign-91024/,Argumentative,4,4,3,4,15
132,https://essayforum.com/writing/better-children-grow-rural-areas-cities-94172/,Argumentative,3,4,3,4,14
133,https://essayforum.com/writing/people-believe-best-way-stay-fit-healthy-89294/,Argumentative,3,3,3,4,13
134,https://essayforum.com/writing/young-people-like-extent-agree-88447/,Argumentative,2,3,3,2,10
135,https://essayforum.com/writing/problems-people-older-sixty-five-face-92166/,Argumentative,3,4,4,2,13
136,https://essayforum.com/writing/rising-fuel-prices-ideal-response-global-94627/,Argumentative,3,3,5,4,15
137,https://essayforum.com/writing/advertising-persuasive-88134/,Argumentative,3,4,3,4,14
138,https://essayforum.com/writing/possible-nor-useful-provide-tertiary-90730/,Argumentative,3,4,3,4,14
139,https://essayforum.com/writing/future-nobody-buy-printed-newspapers-books-87120/,Argumentative,3,3,3,4,13
140,https://essayforum.com/writing/foods-shipping-afar-score-93034/,Argumentative,3,3,3,4,13
141,https://essayforum.com/writing/independent-healthy-diet-improve-health-76702/,Argumentative,4,5,4,4,17
142,https://essayforum.com/writing/punishment-good-way-teach-children-81180/,Argumentative,2,3,3,4,12
143,https://essayforum.com/writing/opinion-athletics-centre-georgian-college-74450/,Argumentative,2,3,2,2,9
144,https://essayforum.com/writing/adolescents-adults-constitute-vast-majority-87086/,Argumentative,3,3,2,4,12
145,https://essayforum.com/writing/discuss-punishment-help-children-learn-86043/,Argumentative,2,3,2,3,10
146,https://essayforum.com/writing/lot-information-country-becomes-accessible-77905/,Argumentative,5,4,5,4,18
147,https://essayforum.com/writing/live-electronic-information-age-easier-73912/,Argumentative,3,3,3,3,12
148,https://essayforum.com/writing/family-great-influence-children-development-90390/,Argumentative,3,2,3,4,12
149,https://essayforum.com/writing/places-teenagers-motivated-part-time-jobs-86570/,Argumentative,3,3,3,4,13
150,https://essayforum.com/writing/impact-internet-positive-negative-85380/,Argumentative,3,4,4,4,15
151,https://essayforum.com/writing/state-expenditure-art-89810/,Argumentative,3,4,5,4,16
152,https://essayforum.com/writing/part-scientific-research-supervision-92124/,Argumentative,3,4,3,4,14
153,https://essayforum.com/writing/young-adults-live-parents-longer-time-73262/,Argumentative,3,3,3,3,12
154,https://essayforum.com/writing/fossil-fuels-coal-natural-gas-main-95374/,Argumentative,4,5,5,4,18
155,https://essayforum.com/writing/advantages-disadvantages-media-76730/,Argumentative,3,4,4,4,15
156,https://essayforum.com/writing/people-believe-everyone-right-access-95032/,Argumentative,4,4,5,4,17
157,https://essayforum.com/writing/throwing-away-things-76728/,Argumentative,3,3,4,4,14
158,https://essayforum.com/writing/right-exclude-males-females-certain-82165/,Argumentative,3,3,2,4,12
159,https://essayforum.com/writing/popularity-different-scottish-attractions-85362/,Informative,3,3,4,4,14
160,https://essayforum.com/writing/international-tourism-bad-thing-countries-91406/,Argumentative,2,3,2,4,11
161,https://essayforum.com/writing/adverts-around-opinion-advertising-positive-87039/,Argumentative,3,3,3,4,13
162,https://essayforum.com/writing/children-play-game-online-discuss-advantages-88343/,Argumentative,4,5,5,4,18
163,https://essayforum.com/writing/children-difficulty-paying-attention-75757/,Argumentative,3,3,3,4,13
164,https://essayforum.com/writing/write-talk-benefits-reading-books-95540/,Argumentative,3,4,3,4,14
165,https://essayforum.com/writing/opinion-university-better-training-center-86848/,Argumentative,2,3,3,4,12
166,https://essayforum.com/writing/claim-important-factor-sport-physical-89141/,Argumentative,2,3,3,4,12
167,https://essayforum.com/writing/playing-game-satisfied-desire-entertainment-79614/,Argumentative,3,3,3,4,13
168,https://essayforum.com/writing/publicize-violent-criminals-90880/,Argumentative,3,3,3,4,13
169,https://essayforum.com/writing/reasons-solutions-teenagers-prefering-96038/,Argumentative,3,3,3,4,13
170,https://essayforum.com/writing/cheerleading-sport-grade-worth-57875/,Argumentative,4,4,4,4,16
171,https://essayforum.com/writing/different-views-top-priorities-government-87742/,Argumentative,3,4,4,4,15
172,https://essayforum.com/writing/positive-development-international-86236/,Argumentative,3,3,3,4,13
173,https://essayforum.com/writing/global-warming-increasing-day-causes-90779/,Argumentative,3,4,4,4,15
174,https://essayforum.com/writing/importance-biodiversity-writng-module-75910/,Argumentative,3,3,3,3,12
175,https://essayforum.com/writing/levels-youth-crime-increasing-rapidly-cities-80029/,Cause-Effect,3,3,3,4,13
176,https://essayforum.com/writing/internet-dont-lose-contact-regardless-90583/,Argumentative,3,3,3,4,13
177,https://essayforum.com/writing/children-watch-television-reduces-ectivity-88681/,Argumentative,3,4,4,4,15
178,https://essayforum.com/writing/protecting-wild-animals-academic-86712/,Argumentative,2,3,3,2,10
179,https://essayforum.com/writing/laws-needed-make-people-recycle-waste-73585/,Argumentative,2,3,3,3,11
180,https://essayforum.com/writing/packaged-products-implications-pte-79218/,Argumentative,3,4,3,4,14
181,https://essayforum.com/writing/overweight-people-role-physical-education-94597/,Argumentative,3,4,4,4,15
182,https://essayforum.com/writing/opinion-donating-fixed-sum-income-charity-90826/,Argumentative,3,3,4,4,14
183,https://essayforum.com/writing/punishment-way-help-children-learn-right-wrong-86604/,Argumentative,2,2,2,4,10
184,https://essayforum.com/writing/employee-productivity-internet-usage-94773/,Argumentative,3,4,3,4,14
185,https://essayforum.com/writing/people-prefer-work-same-company-whole-time-91857/,Argumentative,2,3,2,3,10
186,https://essayforum.com/writing/believe-students-acquire-knowledge-schools-80704/,Argumentative,2,3,2,4,11
187,https://essayforum.com/writing/days-easier-people-travel-different-94955/,Argumentative,3,3,3,4,13
188,https://essayforum.com/writing/smacking-children-best-form-discipline-79820/,Argumentative,2,3,3,3,11
189,https://essayforum.com/writing/discuss-view-learning-teacher-learn-internet-91777/,Argumentative,1,2,1,2,6
190,https://essayforum.com/writing/people-work-hard-good-thing-90293/,Argumentative,4,4,4,4,16
191,https://essayforum.com/writing/people-sometimes-things-enjoy-doing-beneficial-78419/,Argumentative,5,5,4,4,18
192,https://essayforum.com/writing/characteristics-society-studying-major-cities-82300/,Argumentative,2,3,3,2,10
193,https://essayforum.com/writing/live-age-unnecessary-things-necessities-cbest-92678/,Argumentative,4,3,3,4,14
194,https://essayforum.com/writing/studying-english-language-speaking-92015/,Argumentative,3,4,4,4,15
195,https://essayforum.com/writing/thought-increase-juvenile-crime-attributed-73716/,Argumentative,3,3,3,4,13
196,https://essayforum.com/writing/preserve-old-buildings-whenever-possible-90788/,Argumentative,4,4,3,4,15
197,https://essayforum.com/writing/argument-issue-nation-require-students-study-86899/,Argumentative,4,3,4,4,15
198,https://essayforum.com/writing/separate-education-students-different-95311/,Argumentative,3,3,3,3,12
199,https://essayforum.com/writing/high-competition-people-makes-parents-force-73970/,Argumentative,3,3,3,4,13
200,https://essayforum.com/writing/people-prefer-electronic-newspapers-printed-90426/,Argumentative,3,4,4,4,15
201,https://essayforum.com/writing/write-paragraph-words-job-like-choose-future-90041/,Letter,3,2,3,4,12
202,https://essayforum.com/writing/great-role-big-sporting-competitions-world-75976/,Argumentative,3,3,3,3,12
203,https://essayforum.com/writing/typical-teaching-situation-teacher-students-86612/,Argumentative,4,3,3,4,14
204,https://essayforum.com/writing/expanding-empty-places-universities-young-78025/,Argumentative,2,4,4,3,13
205,https://essayforum.com/writing/cashless-transactions-86854/,Argumentative,4,5,5,3,17
206,https://essayforum.com/writing/write-paragraph-changes-information-technology-88278/,Argumentative,3,2,3,4,12
207,https://essayforum.com/writing/formal-college-cafeteria-lunch-89554/,Letter,4,3,3,4,14
208,https://essayforum.com/writing/causes-changing-jobs-couple-years-85797/,Argumentative,2,2,2,3,9
209,https://essayforum.com/writing/modern-world-longer-necessary-use-animals-96145/,Argumentative,4,5,4,4,17
210,https://essayforum.com/writing/obesity-fitness-cause-solution-77062/,Argumentative,3,3,3,4,13
211,https://essayforum.com/writing/argued-parents-educate-kids-become-good-94913/,Argumentative,2,2,2,3,9
212,https://essayforum.com/writing/countries-import-food-different-parts-world-90230/,Argumentative,2,3,2,3,10
213,https://essayforum.com/writing/appearance-work-quality-discuss-views-86855/,Argumentative,4,4,5,5,18
214,https://essayforum.com/writing/banning-private-cars-permitting-public-80403/,Argumentative,2,2,3,3,10
215,https://essayforum.com/writing/countries-fast-fashion-industry-95816/,Argumentative,3,4,3,3,13
216,https://essayforum.com/writing/issue-adolescents-work-several-years-school-90410/,Argumentative,3,3,4,4,14
217,https://essayforum.com/writing/crime-law-death-penalty-92797/,Argumentative,4,5,5,4,18
218,https://essayforum.com/writing/everyone-right-access-university-education-89972/,Argumentative,3,3,3,4,13
219,https://essayforum.com/writing/inborn-talent-define-kids-performance-87083/,Argumentative,2,3,2,3,10
220,https://essayforum.com/writing/countries-spent-number-money-building-new-86791/,Argumentative,3,3,3,4,13
221,https://essayforum.com/writing/taks-college-agreed-check-house-pet-vacations-80661/,Informative,4,4,3,5,16
222,https://essayforum.com/writing/doing-away-old-buildings-building-modern-ones-95129/,Argumentative,2,3,3,3,11
223,https://essayforum.com/writing/music-able-connect-people-distinctive-87335/,Argumentative,3,4,3,4,14
224,https://essayforum.com/writing/languages-increasingly-spoken-different-85681/,Argumentative,2,3,3,2,10
225,https://essayforum.com/writing/women-represented-stem-fields-explain-reasons-88951/,Argumentative,4,4,3,3,14
226,https://essayforum.com/writing/people-forget-meaning-festivals-enjoy-88203/,Argumentative,2,3,2,3,10
227,https://essayforum.com/writing/causes-solutions-topic-museums-76155/,Argumentative,3,3,2,4,12
228,https://essayforum.com/writing/old-buildings-new-85532/,Argumentative,4,5,3,4,16
229,https://essayforum.com/writing/advantages-disadvantages-working-traveling-92980/,Argumentative,3,4,4,4,15
230,https://essayforum.com/writing/people-say-advertisements-benefits-believe-81760/,Argumentative,3,3,2,4,12
231,https://essayforum.com/writing/spammy-pokemon-apps-pushed-millions-iphones-70693/,Informative,2,3,2,3,10
232,https://essayforum.com/writing/men-women-spend-lot-money-beauty-care-past-90749/,Argumentative,2,4,2,3,11
233,https://essayforum.com/writing/protecting-environment-person-welcomed-76634/,Argumentative,2,3,2,3,10
234,https://essayforum.com/writing/governments-spend-money-railways-roads-74625/,Argumentative,3,4,3,3,13
235,https://essayforum.com/writing/people-activities-sea-well-land-lead-damaging-82144/,Cause-Effect,2,2,2,2,8
236,https://essayforum.com/writing/discussion-dinosaurs-endotherms-75752/,Argumentative,3,4,3,4,14
237,https://essayforum.com/writing/free-online-download-positive-negative-79782/,Argumentative,2,3,3,4,12
238,https://essayforum.com/writing/video-records-better-way-learn-people-95877/,Argumentative,2,4,4,3,13
239,https://essayforum.com/writing/enough-students-choose-science-95818/,Argumentative,2,4,3,4,13
240,https://essayforum.com/writing/researchers-travelers-easily-able-visit-remote-90094/,Argumentative,2,3,4,2,11
241,https://essayforum.com/writing/environmental-degradation-problems-92539/,Argumentative,4,4,4,4,16
242,https://essayforum.com/writing/relocating-industries-businesses-urban-85471/,Argumentative,2,2,2,3,9
243,https://essayforum.com/writing/students-choose-university-major-prepares-88163/,Argumentative,3,4,3,4,14
244,https://essayforum.com/writing/science-food-school-ways-prepare-significant-92896/,Argumentative,3,3,2,4,12
245,https://essayforum.com/writing/hosting-international-sports-event-opinion-92857/,Argumentative,3,4,3,4,14
246,https://essayforum.com/writing/people-think-life-easier-fewer-language-80143/,Argumentative,3,4,3,4,14
247,https://essayforum.com/writing/billionaire-75037/,Argumentative,3,3,2,4,12
248,https://essayforum.com/writing/improving-skill-adapt-working-parents-81562/,Argumentative,2,3,3,2,10
249,https://essayforum.com/writing/disruptive-school-students-specialized-86459/,Argumentative,2,4,4,3,13
250,https://essayforum.com/writing/entertainers-film-stars-pop-musicians-sports-90214/,Argumentative,3,3,3,4,13
251,https://essayforum.com/writing/gyms-sports-clubs-90028/,Argumentative,3,4,3,4,14
252,https://essayforum.com/writing/due-development-internet-life-improved-users-89352/,Argumentative,1,3,1,2,7
253,https://essayforum.com/writing/increase-production-consumer-goods-results-93286/,Argumentative,1,3,3,2,9
254,https://essayforum.com/writing/good-bad-punishment-children-76722/,Argumentative,3,3,2,4,12
255,https://essayforum.com/writing/people-think-international-sports-event-good-90908/,Argumentative,3,5,3,4,15
256,https://essayforum.com/writing/pros-cons-travelling-remote-natural-environment-82245/,Argumentative,3,3,3,3,12
257,https://essayforum.com/writing/enough-courtesy-demonstrated-toward-elderly-77155/,Argumentative,3,4,4,4,15
258,https://essayforum.com/writing/believe-people-make-efforts-fight-climate-90414/,Argumentative,3,4,3,4,14
259,https://essayforum.com/writing/overpopulation-crowding-large-cities-75488/,Argumentative,3,4,2,4,13
260,https://essayforum.com/writing/recently-received-email-english-speaking-88405/,Letter,3,4,3,4,14
261,https://essayforum.com/writing/children-grow-nurturing-environment-allows-91926/,Argumentative,2,3,2,4,11
262,https://essayforum.com/writing/high-income-far-significant-job-satisfaction-90248/,Argumentative,2,4,2,4,12
263,https://essayforum.com/writing/argued-students-focus-main-major-instead-95084/,Argumentative,2,4,4,4,14
264,https://essayforum.com/writing/plethora-numbers-criminal-activities-causes-75766/,Argumentative,3,3,3,4,13
265,https://essayforum.com/writing/view-people-say-cinema-86815/,Argumentative,2,3,3,3,11
266,https://essayforum.com/writing/increase-production-natural-environment-95473/,Cause-Effect,3,5,3,3,14
267,https://essayforum.com/writing/people-believe-international-tourism-bad-92245/,Argumentative,3,5,3,3,14
268,https://essayforum.com/writing/disadvantages-using-mail-surpass-advantages-79542/,Argumentative,3,3,2,3,11
269,https://essayforum.com/writing/training-reading-kids-77246/,Argumentative,4,4,3,4,15
270,https://essayforum.com/writing/response-liberal-arts-important-75156/,Argumentative,3,4,2,3,12
271,https://essayforum.com/writing/keeping-century-wild-animals-safe-sound-87649/,Argumentative,3,3,3,3,12
272,https://essayforum.com/writing/write-email-community-picnic-organizer-80765/,Argumentative,3,4,3,3,13
273,https://essayforum.com/writing/global-warming-problem-reduce-dangers-91879/,Argumentative,3,3,3,2,11
274,https://essayforum.com/writing/huge-number-young-generation-people-86648/,Argumentative,3,4,3,3,13
275,https://essayforum.com/writing/positive-situation-owning-home-renting-one-94149/,Argumentative,2,2,1,1,6
276,https://essayforum.com/writing/critical-review-education-technology-future-89992/,Informative,3,4,3,3,13
277,https://essayforum.com/writing/selection-students-based-qualifications-87142/,Argumentative,3,4,3,2,12
278,https://essayforum.com/writing/victim-interview-bias-75871/,Argumentative,3,3,3,2,11
279,https://essayforum.com/writing/practice-history-education-importance-75318/,Argumentative,2,4,2,3,11
280,https://essayforum.com/writing/people-argue-college-provided-free-everyone-91345/,Argumentative,2,3,3,3,11
281,https://essayforum.com/writing/education-necessity-marriage-one-important-77465/,Argumentative,3,4,3,3,13
282,https://essayforum.com/writing/companies-use-different-way-increase-91562/,Analytical,3,4,3,4,14
283,https://essayforum.com/writing/freedom-art-mostly-agree-idea-77114/,Argumentative,3,4,3,4,14
284,https://essayforum.com/writing/gender-studies-critical-summary-87443/,Review,4,5,5,4,18
285,https://essayforum.com/writing/universities-ensure-completely-equitable-93722/,Argumentative,3,4,3,3,13
286,https://essayforum.com/writing/people-look-sources-oil-gas-remote-untouched-81436/,Argumentative,3,4,2,3,12
287,https://essayforum.com/writing/job-satisfaction-salary-87829/,Argumentative,3,5,4,4,16
